AGF,0.9999999999999598
AGQ,0.5465928034123517
BCM,0.0
BDD,0.010606325796674415
BNO,0.08884745566695161
BOIL,2.304235529327493e-225
BOM,0.9999999553010741
BOS,0.9845615104509783
CANE,0.9999999999999524
CORN,0.9999999999999802
CPER,0.08849872952050439
DAG,0.9999999999999215
DBA,0.0
DBB,0.0
DBC,0.2750900756113238
DBE,0.23409416372831737
DBO,0.9999999999993283
DBP,0.07605738022271234
DBS,0.5298319396133876
DDP,0.9999999999999333
DGAZ,0.6214107574286755
DGL,0.03773190255617332
DGLD,1.1089668537542438e-33
DGP,0.07598074354731496
DGZ,0.9999999999999407
DJCI,0.9999999999997585
DJP,0.9999999999998231
DSLV,5.472766375488883e-140
DTO,1.352326851692515e-48
DYY,9.824566470305894e-77
DZZ,0.9999999999999716
FTGC,0.0
FUD,0.9999999999998574
FUE,0.9999999999998465
GCC,0.0
GLD,0.0065557987534237
GLL,0.999999999999975
GLTR,0.01023860592643591
GRU,0.9999999999999055
GSC,0.9999999999996558
GSG,0.9999999999990592
GSP,0.9999999999997394
IAU,0.005227013056312027
KOLD,1.2945098865769336e-245
LD,0.18677509204424397
NIB,0.9999999999999402
OLEM,0.957662896801921
OLO,0.999999999998408
OUNZ,0.006123473058729911
PALL,0.0004906478062930845
PDBC,0.4367750752939355
PPLT,0.999999999999842
RJA,0.9999999999999051
RJI,0.0
RJN,0.46504824618653257
RJZ,0.0
SCO,2.1297374652602344e-41
SGOL,0.006423538616477601
SIVR,0.2375697513726917
SLV,0.2602551927040507
SZO,0.9335821948362842
TAGS,0.999999999999893
UAG,0.9999999999997722
UBG,0.008419480043327116
UCI,0.0
UCIB,0.0010656710276971502
UCO,8.589769589312214e-144
UGA,0.9999999999999459
UGL,0.08208761456468341
UGLD,0.4377715906473446
UNG,0.5083970614189958
UNL,0.4229710556209065
USCI,0.9999999999998609
USL,0.45270424822383293
USLV,0.46115600428980913
USO,0.9999999999996514
USV,0.9999999999974988
ZSL,1.0256931580725863e-28
