AAXJ,0.9999999999999954
ADRE,0.0
AFTY,0.9999999999999737
AIA,0.9999999999999832
ASEA,0.0
ASHR,0.9999999999999838
ASHS,0.9999999999999856
ASHX,0.9999999999999772
AXJV,0.9999999999999897
CHAD,0.0
CHAU,0.999999999999992
CHIC,0.9999999999999927
CHIE,0.9999999999999907
CHII,0.999999999999974
CHIM,0.9999999999999878
CHIQ,0.9999999999999916
CN,0.9999999999999917
CNHX,0.0
CNXT,0.9999999999999918
CQQQ,0.9999999999999888
CXSE,0.9999999999999857
DBEM,0.9999999999999893
DEM,0.9999999999999845
DGRE,0.9999999999999781
DGS,0.9999999999999762
ECNS,0.9999999999999925
EDC,0.995392348965359
EDIV,0.0
EDZ,0.008661647036766966
EEM,0.9999999999999899
EEMA,0.9999999999999954
EEMV,0.9999999999999813
EET,0.9999999999999973
EEV,0.0006159390135525617
EIDO,0.0
EMQQ,0.999999999999993
EPHE,0.9999999999999433
EUM,0.0
EWM,0.0
EWX,0.999999999999985
FCA,0.9999999999999837
FEM,0.0
FEMS,0.9999999999999842
FNI,0.9999999999999925
FXI,0.9999999999999839
FXP,0.026925793597147592
GMF,0.9999999999999916
GXC,0.9999999999999927
HAO,0.9999999999999918
IDX,0.0
INCO,0.9999999999999681
INDA,0.999999999999988
INDL,0.9959331964002901
INXX,0.9999999999999951
KALL,0.9999999999999786
KBA,0.9999999999999948
KFYP,0.9999999999999921
KWEB,0.9999999999999936
MCHI,0.9999999999999951
NFTY,0.9999999999999873
PEK,0.9999999999999968
PGJ,0.9999999999999932
PIE,0.9999999999999888
PIN,0.9999999999999831
SCIF,0.9999999999999959
SCIN,0.9999999999999936
SMIN,0.9999999999999837
SPEM,0.9999999999999768
THD,0.9999999999999718
VNM,0.9999999999999803
VWO,0.0
XCEM,0.0
XINA,0.9999999999999855
XPP,0.9999999999999939
YANG,0.08058126169202051
YAO,0.9999999999999959
YINN,0.9998723856768881
YXI,0.0014488237250113794
