AIRR,0.9999999999999968
CGW,0.9999999999999358
CHII,0.9999999999999852
EDOM,0.9999999999999911
EVX,0.9999999999999842
EXI,0.9999999999999956
FIDU,0.9999999999999859
FIW,0.35869652158233584
FXR,0.9999999999999759
IEV,0.9999999999999661
ITA,0.9999999999999876
IYJ,0.9999999999999635
IYT,0.999999999999989
JETS,0.9999999999999855
PHO,0.999999999999985
PIO,0.9999999999999752
PPA,0.999999999999988
PSCI,0.9999999999999919
RGI,0.9999999999999903
SEA,0.9999999999999946
SIJ,0.017495363470448253
UXI,0.9999999999999897
VIS,0.9999999999999835
XAR,0.9999999999999911
XTN,0.9999999999999803
_PRN,0.9999999999999823
